Model,imagenet-sketch_Relative-Robustness,imagenet-sketch_Improved-Relative-Robustness,food101_Relative-Robustness,food101_Improved-Relative-Robustness,caltech101_Relative-Robustness,caltech101_Improved-Relative-Robustness,fgvc_aircraft_Relative-Robustness,fgvc_aircraft_Improved-Relative-Robustness,imagenet_Relative-Robustness,imagenet_Improved-Relative-Robustness,oxford_pets_Relative-Robustness,oxford_pets_Improved-Relative-Robustness,stanford_cars_Relative-Robustness,stanford_cars_Improved-Relative-Robustness,ucf101_Relative-Robustness,ucf101_Improved-Relative-Robustness,sun397_Relative-Robustness,sun397_Improved-Relative-Robustness,imagenet-a_Relative-Robustness,imagenet-a_Improved-Relative-Robustness,imagenet-r_Relative-Robustness,imagenet-r_Improved-Relative-Robustness,eurosat_Relative-Robustness,eurosat_Improved-Relative-Robustness,flowers102_Relative-Robustness,flowers102_Improved-Relative-Robustness,dtd_Relative-Robustness,dtd_Improved-Relative-Robustness,imagenet-v2_Relative-Robustness,imagenet-v2_Improved-Relative-Robustness,SAR_Relative-Robustness,WAR_Improved-Relative-Robustness
MetaCLIP- ViT-B/32 (2.5B),0.63,0.63,0.6043713163064833,0.6043713163064833,0.8996253856324372,0.8996253856324372,0.43204419889502765,0.4320437124757516,0.6356245380635624,0.6356245380635624,0.7647382314122305,0.7647382314122305,0.6037760248286564,0.6037760248286564,0.7737827715355805,0.7737827715355805,0.7065409546258103,0.7065409546258103,0.27358490566037735,0.2735848946628048,0.7319534282018111,0.7319534282018111,0.6598043212392988,0.6598043212392618,0.7489036638845664,0.7489036638845664,0.6017323369565217,0.6017323369565217,0.6122209165687427,0.6122209165687427,0.6452468662540738,0.5322773095461599
SigLIP-ViT-SO400M@336px,0.5559152839606097,0.5559152839606097,0.7449401292783723,0.7449401292783723,0.9318505533033856,0.9318505533033856,0.43902439024390244,0.43902439024390244,0.6583504904929152,0.6583504904929152,0.7962100031065549,0.7962100031065549,0.5945747029755021,0.5945747029755021,0.6710121756241545,0.6710121756241545,0.7185469972159618,0.7185469972159618,0.19544760935910477,0.19544760935910477,0.7339411086660379,0.7339411086660379,0.671109068627451,0.671109068627451,0.8001946156341228,0.8001946156341228,0.56346284935242,0.56346284935242,0.5892414153283718,0.5892414153283718,0.6442547595445911,0.5165949152305797
ViT-L/14,0.4433629803658332,0.4433629803658332,0.6702489308038162,0.6702489308038162,0.9226016625477421,0.9226016625477421,0.35924170616113743,0.3592417037332801,0.6389514100357474,0.6389514100357474,0.8368088974441236,0.8368088974441236,0.5430591259640103,0.5430591259640103,0.7682910275553142,0.7682910275553142,0.7338140082401413,0.7338140082401413,0.20835108649339584,0.20835108649339584,0.6513761467889908,0.6513761467889908,0.720915243312923,0.720915243312923,0.7027300303336703,0.7027300303336703,0.5666906993511176,0.5666906993511176,0.5927835051546392,0.5927835051546392,0.6239484307035068,0.5137932250460505
ViT-L/14@336px,0.42807938330326395,0.42807938330326395,0.6521313614615051,0.6521313614615051,0.9042102918244599,0.9042102918244599,0.3288409703504043,0.3288409701029598,0.6256530825496343,0.6256530825496343,0.8263000852514919,0.8263000852514919,0.5203671108876037,0.5203671108876037,0.7516445160424219,0.7516445160424219,0.7129428778018799,0.7129428778018799,0.18166471886767951,0.18166471886767951,0.6372704602131036,0.6372704602131036,0.7541944942172992,0.7541944942172992,0.6863219561895059,0.6863219561895059,0.5776386404293381,0.5776386404293381,0.5787246049661401,0.5787246049661401,0.6110656369570487,0.5064587199064248
SigLIP-ViT-L/16@256px,0.531864454051039,0.531864454051039,0.7467876039304611,0.7467876039304611,0.9134910205869471,0.9134910205869471,0.4016377832793754,0.4016377832793754,0.6342835708927231,0.6342835708927231,0.8061724533416744,0.8061724533416744,0.5440265013891857,0.5440265013891857,0.6373795761078999,0.6373795761078999,0.6800224152423648,0.6800224152423648,0.20177422160375716,0.20177422160375716,0.7084847189570421,0.7084847189570421,0.6390936881855781,0.6390936881855781,0.8069937958262832,0.8069937958262832,0.6010208421948107,0.6010208421948107,0.5706268820147823,0.5706268820147823,0.6282439685069283,0.5013388741691578
M2-Encoder-0.4B ,0.4462482676697684,0.4462482676697684,0.609006336793852,0.609006336793852,0.8568965517241379,0.8568965517241379,0.5118483412322276,0.478407980177785,0.5808165910563836,0.5808165910563836,0.6857247796278158,0.6857247796278158,0.5044912021656208,0.5044912021656208,0.6892239163954086,0.6892239163954086,0.6688617121354656,0.6688617121354656,0.2581729300336083,0.2581729297885644,0.6010226644555003,0.6010226644555003,0.569530226464533,0.569530226464533,0.6559485530546624,0.6559485530546624,0.5964514911287279,0.5964514911287279,0.5663523071741328,0.5663523071741328,0.5867063914074564,0.500865478366185
BLIP-ViT-L/16  (129M + COCO),0.39125722543352603,0.39125722543352603,0.5509388733519776,0.5509388733519776,0.8668023518769787,0.8668023518769787,0.5219298245614035,0.2592770104532558,0.5515422726546267,0.5515422726546267,0.6610878661087866,0.6610878661087866,0.3069046225863078,0.3069046225863078,0.6511162432640493,0.6511162432640493,0.6118971550281453,0.6118971550281453,0.24412065439672806,0.24412065439670097,0.5945945945945946,0.5945945945945946,0.8535489667565139,0.8535489667565139,0.6875,0.6875,0.4951438519332967,0.4951438519332967,0.5106537971225642,0.5106537971225642,0.5666025533112999,0.49352617732948334
MetaCLIP- ViT-L/14 (400M),0.5110667076544728,0.5110667076544728,0.6177892724614865,0.6177892724614865,0.9068692206076617,0.9068692206076617,0.3673163418290854,0.36731634182906414,0.6039889778244325,0.6039889778244325,0.7792956243329775,0.7792956243329775,0.5043714555765595,0.5043714555765595,0.6966276856132716,0.6966276856132716,0.6414695945945945,0.6414695945945945,0.19503331314354935,0.19503331314354935,0.6835557566161502,0.6835557566161502,0.7016481668348469,0.7016481668348469,0.7202212503215848,0.7202212503215848,0.5601220099534436,0.5601220099534436,0.5505939602118219,0.5505939602118219,0.6026646225050626,0.49335709220450064
SigLIP-ViT-L/16@384px,0.5355677154582763,0.5355677154582763,0.72169357425425,0.72169357425425,0.9179807271134472,0.9179807271134472,0.37801314828341853,0.37801314828341853,0.6272827552396126,0.6272827552396126,0.8058262492224757,0.8058262492224757,0.5357520626189972,0.5357520626189972,0.6255781972746594,0.6255781972746594,0.6842178382884134,0.6842178382884134,0.16857102553251516,0.16857102553251516,0.7140897097625329,0.7140897097625329,0.6237504308859013,0.6237504308859013,0.792302513464991,0.792302513464991,0.5723386183465459,0.5723386183465459,0.5666001330671989,0.5666001330671989,0.6179709799208825,0.4826180569182918
MetaCLIP- ViT-B/32 (400M),0.3972988182329769,0.3972988182329769,0.5012597631645251,0.5012597631645251,0.8733835601034521,0.8733835601034521,0.2809364548494983,0.2809360486892409,0.4977892971489556,0.4977892971489556,0.6587015329125337,0.6587015329125337,0.31118337339177154,0.31118337339177154,0.6003401360544217,0.6003401360544217,0.5422138836772983,0.5422138836772983,0.21295318549806405,0.21295314900139808,0.5838181572182384,0.5838181572182384,0.7987101817471174,0.7987101817471158,0.6103859649122807,0.6103859649122807,0.45418402120408935,0.45418402120408935,0.46577484364141764,0.46577484364141764,0.5192622115837761,0.4614754407164951
BLIP-ViT-L/16  (129M + Flickr),0.3845866766187721,0.3845866766187721,0.5281170312709703,0.5281170312709703,0.8497280145058931,0.8497280145058931,0.4747474747474747,0.18447245097674825,0.5278276481149012,0.5278276481149012,0.6435897435897436,0.6435897435897436,0.33990288489003145,0.33990288489003145,0.6624145785876994,0.6624145785876994,0.5932594644506001,0.5932594644506001,0.22484316185696362,0.22484316185695563,0.5830914368650217,0.5830914368650217,0.8262432594367884,0.8262432594367791,0.6358487677942752,0.6358487677942752,0.41733723482077545,0.41733723482077545,0.4903047091412743,0.4903047091412743,0.5454561391127457,0.45677349054389954
ViT-B/16,0.3335405013465921,0.3335405013465921,0.5602022058823529,0.5602022058823529,0.8308531182551403,0.8308531182551403,0.3173431734317343,0.31733765803136804,0.5344650958583346,0.5344650958583346,0.7047266195127428,0.7047266195127428,0.4109461966604823,0.4109461966604823,0.6603268945022288,0.6603268945022288,0.608528915477834,0.608528915477834,0.16589861751152074,0.16589861751152074,0.5524057217165149,0.5524057217165149,0.6603603603603604,0.6603603603603604,0.5792357403765102,0.5792357403765102,0.5316342499441091,0.531634249944109,0.5045263498221791,0.5045263498221791,0.5303329173772424,0.4488560183026153
BLIP-ViT-L/16 (129M),0.34365034702682423,0.34365034702682423,0.5693619219839834,0.5693619219839834,0.8471323111868257,0.8471323111868257,0.6404494382022472,0.2025249184620874,0.5436860640617139,0.5436860640617139,0.71216990359089,0.71216990359089,0.35384392645142615,0.35384392645142615,0.6337564645039961,0.6337564645039961,0.610589378238342,0.610589378238342,0.23088366557572151,0.23088366550633185,0.5578111209179171,0.5578111209179171,0.7402187120291617,0.7402187092670203,0.7175971269996736,0.7175971269996736,0.40318818040435456,0.40318818040435456,0.480647562337179,0.480647562337179,0.5589990749006839,0.44543077679403204
ViT-B/32,0.3181281021035216,0.3181281021035215,0.5441837850978486,0.5441837850978486,0.8651428571428572,0.8651428571428572,0.331306990881459,0.3310162760108151,0.517426273458445,0.517426273458445,0.6925362898616986,0.6925362898616986,0.41493845894452874,0.41493845894452874,0.6815571155073389,0.6815571155073389,0.6024824952259706,0.6024824952259706,0.21124523506988566,0.21124523409621068,0.5198250728862974,0.5198250728862974,0.609923011120616,0.609923011119499,0.549563121422115,0.549563121422115,0.5126165037508524,0.5126165037508521,0.48812287908555096,0.48812287908555096,0.5239332127705991,0.444862911537658
ALBEF  (14M + flickr_finetuned),0.14102564102564102,0.1410256410256309,0.35672714823690516,0.35672714823690516,0.711858407079646,0.711858407079646,0.6084656084656085,0.21653219653497138,0.4055063913470993,0.4055063913470993,0.5640067911714771,0.5640067911714771,0.2622203811101905,0.2622166764354129,0.5183123877917415,0.5183123877917415,0.44363887450371137,0.44363887450371137,0.18381389252948888,0.1838138897964166,0.41995597945707996,0.41995597945707996,0.9536784741144414,0.9467419237492172,0.4193822612638141,0.4193822612388094,0.355453667953668,0.3554536679536546,0.3787878787878788,0.3787878787878788,0.4481889189892261,0.4380747944292633
MetaCLIP- ViT-B/16 (400M),0.404593334484545,0.404593334484545,0.4204492278895648,0.4204492278895648,0.8622654155495979,0.8622654155495979,0.33050847457627114,0.33050836819178936,0.4655269850240181,0.4655269850240181,0.6203847004200752,0.6203847004200752,0.3200053850296177,0.3200053850296177,0.5404768913747424,0.5404768913747424,0.5118994826311899,0.5118994826311899,0.15401069518716579,0.15401069518716579,0.5761205087047784,0.5761205087047784,0.6378491354740642,0.6378491354740641,0.5967111470548592,0.5967111470548592,0.47186379928315414,0.47186379928315414,0.4198595146871009,0.4198595146871009,0.4888349798247163,0.4164540207967702
ALBEF  (14M + coco_finetuned),0.1345463864684777,0.13454638646846834,0.36662175816773324,0.36662175816773324,0.7288782816229117,0.7288782816229117,0.6157635467980296,0.2504700281749891,0.41795231416549794,0.41795231416549794,0.5495696525342684,0.5495696525342684,0.25347388596070913,0.2534102874352168,0.5474137931034483,0.5474137931034483,0.4568934805842536,0.4568934805842536,0.19375232428412048,0.1937521512568487,0.4066427289048474,0.4066427289048474,0.7961538461538462,0.7961442750578773,0.5590062111801242,0.5590062111772437,0.3259082471492972,0.3259082471460173,0.3780571428571428,0.3780571428571428,0.4487089066623139,0.4136498313278472
SigLIP-ViT-B/16@256px,0.4436079126070269,0.4436079126070269,0.5493648317361266,0.5493648317361266,0.8822491730981257,0.8822491730981257,0.23892617449664427,0.23892617449664427,0.504887714663144,0.504887714663144,0.6886170212765957,0.6886170212765957,0.4098106521979847,0.4098106521979847,0.5268359643102266,0.5268359643102266,0.5218505338078291,0.5218505338078291,0.17059608540925267,0.17059608540925267,0.6243222308288149,0.6243222308288149,0.5898472596585804,0.5898472596322554,0.6718713312984268,0.6718713312984268,0.5475419941439359,0.5475419941439359,0.4612012275317842,0.4612012275317842,0.5221020071376332,0.41219877692961604
SigLIP-ViT-B/16,0.4171697835370343,0.4171697835370343,0.509906500445236,0.509906500445236,0.8707220136895563,0.8707220136895563,0.24982888432580425,0.24982888432580422,0.48402366863905333,0.48402366863905333,0.6694276308803228,0.6694276308803228,0.374090407938258,0.374090407938258,0.4941451990632318,0.4941451990632318,0.48403722261989984,0.48403722261989984,0.15508493271564086,0.15508493271564086,0.6062216317945311,0.6062216317945311,0.6045133348529748,0.6045133347873369,0.6633674895202608,0.6633674895202608,0.49251427689458244,0.49251427689458244,0.4254023488473249,0.4254023488473249,0.5000303550509142,0.39958925981756444
BLIP-ViT-B/16 & CapFilt-L (129M),0.22987288135593217,0.22987288135593217,0.33018436690537867,0.33018436690537867,0.7485555812341114,0.7485555812341114,0.5209580838323353,0.14445930723300487,0.39080686525942,0.39080686525942,0.5559701492537313,0.5559701492537313,0.13203883495145632,0.13203883495145632,0.4718785151856018,0.4718785151856018,0.4095507891541885,0.4095507891541885,0.2069935691318328,0.20699214614935602,0.4469974626444883,0.4469974626444883,0.7950081833060556,0.782726851033704,0.4167662285941856,0.4167662285941856,0.3337381096943938,0.3337381096943938,0.36312598248371886,0.36312598248371886,0.42349637353245534,0.3829806119422639
RN101,0.22113979542133463,0.22113979542133405,0.2966804979253112,0.2966804979253112,0.7581653106944936,0.7581653106944936,0.21555915721231766,0.21509730375925623,0.3302310654685494,0.3302310654685494,0.47158306488725266,0.47158306488725266,0.2732644017725258,0.2732644017725258,0.44344193817878025,0.44344193817878025,0.37489469250210616,0.37489469250210616,0.1297814207650273,0.12978141247051428,0.4137313432835821,0.4137313432835821,0.7695404226769541,0.7692401092271209,0.4379707916986933,0.4379707916986933,0.4268684089867034,0.4268684089867029,0.313467354563245,0.313467354563245,0.39175464440245844,0.3811149022376099
SigLIP-ViT-B/16@384px,0.42817839559803067,0.42817839559803067,0.49156995839719725,0.49156995839719725,0.871693557238503,0.871693557238503,0.21230158730158732,0.21230158730158732,0.4838543676830052,0.4838543676830052,0.6975066312997347,0.6975066312997347,0.4015696533682146,0.4015696533682146,0.48802873104549077,0.48802873104549077,0.48628781453208936,0.48628781453208936,0.13225058004640372,0.13225058004640372,0.6125734174461606,0.6125734174461606,0.5156648874448827,0.5156648872857464,0.639912482726854,0.639912482726854,0.5123419626730885,0.5123419626730885,0.42517580872011257,0.42517580872011257,0.49326065570142374,0.3715631936066191
BLIP-ViT-B/16  (129M + Flickr),0.28240740740740744,0.28240740740740744,0.3078755160368371,0.3078755160368371,0.731322979254053,0.731322979254053,0.7625000000000001,0.19296830981065216,0.35313838703669215,0.35313838703669215,0.4014756944444444,0.4014756944444444,0.15119236883942766,0.15119236883942766,0.5263784887678693,0.5263784887678693,0.37914691943127965,0.37914691943127965,0.15900954653937946,0.15900954648554994,0.4476164826286022,0.4476164826286022,0.7603792926704254,0.7603792558475253,0.4527472527472527,0.45274725274724664,0.3251428571428571,0.3251428571428571,0.32227185705169115,0.32227185705169115,0.42417366999988126,0.36750188667178224
SigLIP-ViT-B/16@512px,0.43637411730796943,0.43637411730796943,0.48034934497816595,0.48034934497816595,0.8653169014084507,0.8653169014084507,0.1968503937007874,0.1968503937007874,0.4766474728087012,0.4766474728087012,0.700371352785146,0.700371352785146,0.3738664918605921,0.3738664918605921,0.47828368980448766,0.47828368980448766,0.473919731506083,0.473919731506083,0.12452139170967205,0.12452139170967205,0.6166449652777778,0.6166449652777778,0.4881133029843197,0.4881132901281206,0.6292885102463734,0.6292885102463734,0.4988692899140661,0.4988692899140661,0.4220131966867892,0.4220131966867892,0.4840953435319589,0.3569409173968022
RN50x64,0.3139638834257107,0.3139638834257107,0.38258458125346645,0.38258458125346645,0.8348892138117198,0.8348892138117198,0.19884169884169883,0.19884169615505778,0.4246482683982684,0.4246482683982684,0.6170531039640987,0.6170531039640987,0.3375016453863367,0.3375016453863367,0.560737377906177,0.560737377906177,0.49672521583804696,0.49672521583804696,0.07628924563148175,0.07628924563148175,0.49892831626577755,0.49892831626577755,0.5651327433628318,0.5651327433628318,0.47735776028899496,0.47735776028899496,0.4609889076894153,0.4609889076894153,0.3865433388035208,0.3865433388035208,0.44214568672450305,0.35107079541179864
BLIP-ViT-B/16  (129M + COCO),0.27508503401360546,0.27508503401360546,0.2869204562287069,0.2869204562287069,0.7327576411771388,0.7327576411771388,0.632768361581921,0.1978343438553989,0.38009787928221855,0.38009787928221855,0.4974611925141447,0.4974611925141447,0.15853470832692013,0.15853470832692013,0.48737373737373735,0.48737373737373735,0.4100319811479549,0.4100319811479549,0.17000317762948838,0.170003176836138,0.4580102510185307,0.4580102510185307,0.6319702602230484,0.6319702600146866,0.43561006555297105,0.43561006555297105,0.30825147347740667,0.30825147347740667,0.3454317897371715,0.3454317897371715,0.414020533952331,0.3472954329130076
RN50,0.14853438556933485,0.14853438556734272,0.2253254138759004,0.2253254138759004,0.6622844047762634,0.6622844047762634,0.23426573426573424,0.23301858309311035,0.27374581939799336,0.27374581939799336,0.4230365270159879,0.4230365270159879,0.1904499540863177,0.1904499540863177,0.4288946347769877,0.4288946347769877,0.30624165554072097,0.30624165554072097,0.10449678800856531,0.10449374008179163,0.3029031716730995,0.3029031716730995,0.6046275108060005,0.60462749041395,0.3113862881304742,0.3113862881304742,0.4377413127413128,0.43774131274129624,0.2581742581742582,0.2581742581742582,0.32747385725593015,0.32522145530899105
RN50x16,0.24827177562709854,0.24827177562709854,0.285456595264938,0.285456595264938,0.8031141868512109,0.8031141868512109,0.12594187298170073,0.12594180693838447,0.3383288562137707,0.3383288562137707,0.4925621669626998,0.4925621669626998,0.2506864360241626,0.2506864360241626,0.4774407725969519,0.4774407725969519,0.41860465116279066,0.41860465116279066,0.06575486586007365,0.06575486586007365,0.42915082382762987,0.42915082382762987,0.6320460542096427,0.6320460530132023,0.38055555555555554,0.38055555555555554,0.39681938659598637,0.39681938659598637,0.31361867704280155,0.31361867704280155,0.37722351178513425,0.32062656364720205
BLIP-ViT-B/16 (4M),0.12678169542385598,0.12678169542385406,0.18345991561181432,0.18345991561181432,0.6683052722133465,0.6683052722133465,0.4318181818181819,0.20220300164026897,0.24644053601340032,0.24644053601340032,0.364200477326969,0.364200477326969,0.10204991087344029,0.10204312462474179,0.3209876543209877,0.3209876543209877,0.24940003692080487,0.24940003692080487,0.1435533894550288,0.14354495129484673,0.32328851800339986,0.32328851800339986,0.6991104133961277,0.6991103287946911,0.4297456974055998,0.42974569740546675,0.27152941176470585,0.27152941176470397,0.2296708615682478,0.2296708615682474,0.31935613147439407,0.3205801634460706
BLIP-ViT-B/16 (129M),0.24842057761732853,0.24842057761732853,0.28477045570049125,0.28477045570049125,0.7192737430167597,0.7192737430167597,0.5158730158730159,0.07484669401471314,0.32036998108051296,0.32036998108051296,0.40746727008243094,0.40746727008243094,0.10432907613202853,0.10432907613202853,0.3746318114874816,0.3746318114874816,0.33473305338932213,0.33473305338932213,0.18250950570342206,0.1825055404112637,0.39221040528887613,0.39221040528887613,0.6054987212276215,0.6054281205508787,0.477982385908727,0.47798238590742614,0.31392763290883363,0.31392763290883363,0.2908520395848419,0.29085203958484146,0.37152331166677954,0.3069673877412938
ALBEF (14M),0.09820485744456177,0.09820484671026161,0.1940700808625337,0.1940700808625337,0.5514147688060732,0.5514147688060732,0.6134453781512605,0.07699726092036097,0.2860435339308579,0.28604353393083887,0.4091074681238616,0.40910550770395504,0.202718006795017,0.2021527607228069,0.3989664082687338,0.3989664082685563,0.37984822934232715,0.37984822934232715,0.18501956400223588,0.18458254579873667,0.3454611606330726,0.3454611606330726,0.8973623853211009,0.6007613923668129,0.250114731528224,0.2500714000458695,0.32436659368157644,0.3243665877155611,0.27230046948356806,0.27230046945810155,0.3605629090916669,0.30676988361548907
RN50x4,0.20635631154879142,0.20635631154879142,0.2537154989384289,0.2537154989384289,0.726668249821895,0.726668249821895,0.19487908961593173,0.1948192176704275,0.3089811320754717,0.3089811320754717,0.4705683736634778,0.4705683736634778,0.21313191743942567,0.21313191743942567,0.4285714285714286,0.4285714285714286,0.34232795784767683,0.34232795784767683,0.08166706817634306,0.08166706817634287,0.3745982953751572,0.3745982953751572,0.5272232304900181,0.5272105494581272,0.35479256080114446,0.35479256080114446,0.4434585224927775,0.4434585224927775,0.287973086627418,0.287973086627418,0.347660848232359,0.3063734471031004
ALBEF (4M),0.06933744221879816,0.06929924348642816,0.2746901239504198,0.2746874728949335,0.6090840272520818,0.6090840272520818,0.5056179775280899,0.02805984035644944,0.2949843260188088,0.2949843255332074,0.5517774343122103,0.5497013800420548,0.5151515151515151,0.021783655836660535,0.2961832061068702,0.2961832055937974,0.32039911308203994,0.32039911307977,0.18456790123456793,0.1832338539078734,0.30410499860374196,0.3041049985992391,0.5859576664945791,0.48473633243607694,0.4564696485623003,0.456465368434375,0.44925296239052037,0.44810956921866196,0.2767203513909224,0.2767202499019656,0.37961991295316444,0.2823286865151404
