Model,caltech101_Relative-Robustness,caltech101_Improved-Relative-Robustness,eurosat_Relative-Robustness,eurosat_Improved-Relative-Robustness,stanford_cars_Relative-Robustness,stanford_cars_Improved-Relative-Robustness,imagenet-r_Relative-Robustness,imagenet-r_Improved-Relative-Robustness,oxford_pets_Relative-Robustness,oxford_pets_Improved-Relative-Robustness,imagenet_Relative-Robustness,imagenet_Improved-Relative-Robustness,dtd_Relative-Robustness,dtd_Improved-Relative-Robustness,fgvc_aircraft_Relative-Robustness,fgvc_aircraft_Improved-Relative-Robustness,imagenet-a_Relative-Robustness,imagenet-a_Improved-Relative-Robustness,food101_Relative-Robustness,food101_Improved-Relative-Robustness,imagenet-sketch_Relative-Robustness,imagenet-sketch_Improved-Relative-Robustness,ucf101_Relative-Robustness,ucf101_Improved-Relative-Robustness,sun397_Relative-Robustness,sun397_Improved-Relative-Robustness,flowers102_Relative-Robustness,flowers102_Improved-Relative-Robustness,imagenet-v2_Relative-Robustness,imagenet-v2_Improved-Relative-Robustness,SAR_Relative-Robustness,WAR_Improved-Relative-Robustness
OpenCLIP-ViT-H/14,0.9943038667981158,0.9943038667981158,0.9879764995217927,0.9879764995217927,0.9810919906522201,0.9810919906522201,0.9831885994210644,0.9831885994210644,0.9864507250979146,0.9864507250979146,0.9752880921895007,0.9752880921895007,0.9718579637542358,0.9718579637542358,0.9321266968325792,0.9321266968325792,0.8280782103223533,0.8280782103223533,0.9893077601410935,0.9893077601410935,0.9687499999999999,0.9687499999999999,0.9858911220551044,0.9858911220551044,0.988580533793653,0.988580533793653,1.0072946799144762,1.0072946799144762,0.9661326587970771,0.9661326587970771,0.9697546266194121,0.940018888191301
ViT-B/16,0.9950017039645576,0.9950017039645576,1.0117117117117116,1.0117117117117116,0.9526901669758812,0.9526901669758812,0.9693107932379714,0.9693107932379714,0.9898955877399799,0.9898955877399799,0.9639982438167717,0.9639982438167717,0.9774200760116254,0.9774200760116252,0.9261992619926199,0.9261831647194579,0.8182728912041676,0.8182728912041676,0.9766773897058824,0.9766773897058824,0.9461363165527242,0.9461363165527242,1.0086181277860327,1.0086181277860327,0.9742291762540267,0.9742291762540267,0.9815959539196403,0.9815959539196403,0.9603944390559327,0.9603944390559327,0.9634767893286349,0.9392517198638539
ViT-L/14@336px,0.9812875918912898,0.9812875918912898,1.018406906662323,1.018406906662323,0.9544883077696755,0.9544883077696755,0.9766492858762185,0.9766492858762185,0.9910485933503836,0.9910485933503836,0.9679989550679206,0.9679989550679206,0.9677996422182469,0.9677996422182469,0.8724168912848158,0.8724168906283442,0.8506687443189196,0.8506687443189196,0.983362331448456,0.983362331448456,0.9511235033623093,0.9511235033623093,0.9744932205665191,0.9744932205665191,0.9787418655097614,0.9787418655097614,0.9828069281711667,0.9828069281711667,0.9599322799097066,0.9599322799097066,0.9607483364938475,0.9373900396905346
OpenCLIP-ViT-L/14 (laion2b_s32b_b82k),0.9956767542401064,0.9956767542401064,0.9687172317371548,0.9687172317371548,0.9741313995021106,0.9741313995021106,0.9743354720439964,0.9743354720439964,0.9792025862068966,0.9792025862068966,0.9653918664152975,0.9653918664152975,0.9703861256544504,0.9703861256544504,0.9614121510673236,0.9614121510573299,0.7903892150467493,0.7903892150467493,0.9796575106309618,0.9796575106309618,0.9671198229528929,0.9671198229528929,0.9751089860779075,0.9751089860779075,0.9878796132370965,0.9878796132370965,0.9912410726317209,0.9912410726317209,0.95446293494705,0.95446293494705,0.9623408494927811,0.9309604585314478
SigLIP-ViT-B/16,0.9921616250827998,0.9921616250827998,1.030316845224527,1.0303168451126556,0.9742006615214994,0.9742006615214994,0.9835049263810474,0.9835049263810474,0.9843899330997133,0.9843899330997133,0.9650230111768574,0.9650230111768574,0.9802438647939495,0.9802438647939495,0.8939082819986311,0.893908281998631,0.7776307081403044,0.7776307081403044,0.9821905609973285,0.9821905609973285,0.9658371373877191,0.9658371373877191,0.9920099187215871,0.9920099187215871,0.9775232641374375,0.9775232641374375,0.9888216115510015,0.9888216115510015,0.9466434681745688,0.9466434681745688,0.9622937212259315,0.929330394516345
SigLIP-ViT-B/16@256px,0.9912899669239249,0.9912899669239249,1.0004492362982929,1.0004492362536426,0.9719853836784409,0.9719853836784409,0.9824056655969902,0.9824056655969902,0.9861702127659575,0.9861702127659575,0.9675033025099075,0.9675033025099075,0.9869009092310064,0.9869009092310064,0.8825503355704698,0.8825503355704698,0.8016014234875445,0.8016014234875445,0.9826164475150436,0.9826164475150436,0.9638322999704755,0.9638322999704755,0.9735072065888813,0.9735072065888813,0.9750889679715302,0.9750889679715302,0.9862643813101667,0.9862643813101667,0.9538214233523307,0.9538214233523307,0.9603991441847309,0.9267327406364935
M2-Encoder-0.4B ,0.9891954022988506,0.9891954022988506,0.9992513569155905,0.9992513569155905,0.9558262581518396,0.9558262581518396,0.9636539524599227,0.9636539524599227,0.9657198824681683,0.9657198824681683,0.9503564484769927,0.9503564484769927,0.9679124197810496,0.9679124197810496,0.933649289099526,0.872651593472441,0.8325695080965476,0.8325695073063173,0.9765403802076312,0.9765403802076312,0.9679271431399723,0.9679271431399723,0.9868082919307865,0.9868082919307865,0.9694261523988711,0.9694261523988711,0.95837799214005,0.95837799214005,0.9452677669248906,0.9452677669248906,0.9574988162993793,0.9260922215245593
MetaCLIP- ViT-B/16 (400M),1.0049151027703307,1.0049151027703307,0.9355880676420293,0.9355880676420292,0.9676898222940226,0.9676898222940226,0.9943202864551179,0.9943202864551179,0.997346893654654,0.997346893654654,0.9717434303475558,0.9717434303475558,0.9704301075268817,0.9704301075268817,0.9608050847457628,0.9608047754806186,0.7967914438502673,0.7967914438502673,0.9776555919513336,0.9776555919513336,0.9856674149542394,0.9856674149542394,1.0092728878422137,1.0092728878422137,0.9763488543976347,0.9763488543976347,0.988812508424316,0.988812508424316,0.9696679438058748,0.9696679438058748,0.9671370293774822,0.9253883370305688
RN101,0.997641787525056,0.997641787525056,1.0100637370010064,1.0096695592340283,0.9629082553750206,0.9629082553750206,0.9646268656716417,0.9646268656716417,0.9582374597330879,0.9582374597330879,0.9478498074454429,0.9478498074454429,0.9681338835396607,0.9681338835396596,0.9448946515397081,0.9428701360274163,0.7513661202185792,0.7513660721977143,0.9537466438857701,0.9537466438857701,0.9191427179736971,0.9191427179736946,1.0013366750208854,1.0013366750208854,0.9508003369839932,0.9508003369839932,0.9552651806302844,0.9552651806302844,0.9313289450275751,0.9313289450275751,0.9478228711714273,0.9209039601164951
SigLIP-ViT-B/16@384px,1.0002195148721325,1.0002195148721325,0.969134369923416,0.9691343696243372,0.9742751253542621,0.9742751253542621,0.980748314117903,0.980748314117903,0.9825994694960212,0.9825994694960212,0.9629486684677729,0.9629486684677729,0.9694461167971101,0.9694461167971101,0.8908730158730158,0.8908730158730158,0.7454934856326968,0.7454934856326968,0.9783227501642215,0.9783227501642215,0.9574283231972198,0.9574283231972198,0.9753923915935088,0.9753923915935088,0.9766751484308738,0.9766751484308738,0.9882542607093504,0.9882542607093504,0.9464135021097048,0.9464135021097048,0.953214963782614,0.9068768948081173
SigLIP-ViT-B/16@512px,0.9987896126760564,0.9987896126760564,0.9456246838644411,0.9456246589580534,0.9774937179066973,0.9774937179066973,0.983615451388889,0.983615451388889,0.9855702917771884,0.9855702917771884,0.9637875879718488,0.9637875879718488,0.9695462083521785,0.9695462083521785,0.9041994750656169,0.9041994750656169,0.7379723655734975,0.7379723655734975,0.9779475982532752,0.9779475982532752,0.9560455397031273,0.9560455397031273,0.9681144206797009,0.9681144206797009,0.9745490141238986,0.9745490141238986,0.9850333870596363,0.9850333870596363,0.9538115962375403,0.9538115962375403,0.9521400633755729,0.9028786427522721
RN50x4,1.0042745191165994,1.0042745191165994,1.055958862673926,1.0559334642331164,0.926712533652408,0.926712533652408,0.9439709375436637,0.9439709375436637,0.9562183455261677,0.9562183455261677,0.9292075471698114,0.9292075471698114,0.9626496079240611,0.9626496079240611,0.8862019914651494,0.8859297270706303,0.6282823416044326,0.6282823416044311,0.9337107808445387,0.9337107808445387,0.9104744852282901,0.9104744852282901,0.9834070796460176,0.9834070796460176,0.9335781574325402,0.9335781574325402,0.8989985693848355,0.8989985693848355,0.9158957106812448,0.9158957106812448,0.9246360979929125,0.8881962692831542
RN50x64,1.0038240917782026,1.0038240917782026,0.9992920353982301,0.9992920353982301,0.9211530867447677,0.9211530867447677,0.9672541081209812,0.9672541081209812,0.9913452291911529,0.9913452291911529,0.9529220779220778,0.9529220779220778,0.9569467945102463,0.9569467945102463,0.835907335907336,0.83590732461301,0.6863190794146896,0.6863190794146896,0.9574043261231281,0.9574043261231281,0.9402824959771143,0.9402824959771143,0.9793644242674371,0.9793644242674371,0.9578743673712412,0.9578743673712412,0.9423300219326539,0.9423300219326539,0.9450992093092645,0.9450992093092645,0.9358212455979014,0.8848627688200162
RN50,1.0201423230008444,1.0201423230008444,0.9646580218662598,0.9646579893315923,0.9241505968778696,0.9241505968778696,0.9474744084577948,0.9474744084577948,0.9834286381141323,0.9834286381141323,0.9230769230769231,0.9230769230769231,0.9358108108108109,0.9358108108107756,0.9195804195804196,0.9146848858729556,0.6612419700214132,0.6612226831405174,0.9298622519903956,0.9298622519903956,0.9036076662908682,0.9036076662787491,0.9786683904330963,0.9786683904330963,0.9430907877169559,0.9430907877169559,0.9347629115070976,0.9347629115070976,0.9117369117369118,0.9117369117369118,0.9254195354321194,0.8788666121133638
RN50x16,1.002883506343714,1.002883506343714,1.0220676421204127,1.0220676401856754,0.9265513454146073,0.9265513454146073,0.9506970849176173,0.9506970849176173,0.9537078152753108,0.9537078152753108,0.9249257740704085,0.9249257740704085,0.939606209769027,0.939606209769027,0.7481162540365985,0.7481158617280105,0.6117832719621252,0.6117832719621252,0.9340473506200675,0.9340473506200675,0.9099348212522219,0.9099348212522219,0.982043156782858,0.982043156782858,0.9442476513168027,0.9442476513168027,0.9556944444444445,0.9556944444444445,0.9055252918287938,0.9055252918287938,0.9141221080103338,0.8507684257507594
BLIP-ViT-L/16  (129M + COCO),0.9975124378109453,0.9975124378109453,1.005570530098832,1.005570530098832,0.9432416617905208,0.9432416617905208,0.9755923324205262,0.9755923324205262,0.9692730125523011,0.9692730125523011,0.9584465398753396,0.9584465398753396,0.9670148433205058,0.9670148433205058,0.9166666666666666,0.4553688670985753,0.8136503067484663,0.813650306748376,0.9560527367159409,0.9560527367159409,0.9505057803468208,0.9505057803468208,0.9824480369515012,0.9824480369515012,0.973071656777727,0.973071656777727,0.9749692874692875,0.9749692874692875,0.9497359315243126,0.9497359315243126,0.9555834507379796,0.848256257810875
BLIP-ViT-L/16 (129M),0.9919363997728564,0.9919363997728564,1.0058323207776427,1.0058323170243586,0.9555523382076155,0.9555523382076155,0.969991173874669,0.969991173874669,1.0068464440407994,1.0068464440407994,0.9766895857789704,0.9766895857789704,0.9440124416796268,0.9440124416796268,1.0786516853932584,0.3410945995150945,0.7950014876524844,0.795001487413555,0.9487212606561612,0.9487212606561612,0.942787469517914,0.942787469517914,0.9440526563234602,0.9440526563234602,0.997247409326425,0.997247409326425,0.9812275546849494,0.9812275546849494,0.9447339039821362,0.9447339039821362,0.9655522754445978,0.8245266565042534
BLIP-ViT-L/16  (129M + Flickr),0.9927470534904805,0.9927470534904805,1.0125823846614739,1.0125823846614623,0.9428734647243645,0.9428734647243645,0.9695210449927429,0.9695210449927429,0.967948717948718,0.967948717948718,0.9536477884772319,0.9536477884772319,0.9465983906364301,0.9465983906364301,0.8232323232323231,0.31988307988521236,0.7877038895859473,0.7877038895859193,0.9516843376727955,0.9516843376727955,0.9455122224295577,0.9455122224295577,0.9731207289293851,0.9731207289293851,0.9779932286857493,0.9779932286857493,0.9710699525485994,0.9710699525485994,0.9337026777469991,0.9337026777469991,0.9433292137175199,0.8163914665244254
ALBEF  (14M + coco_finetuned),0.9972553699284009,0.9972553699284009,0.9982248520710061,0.998212851744808,0.836607570675611,0.8363976594742697,0.952722920406942,0.952722920406942,0.9674848581447243,0.9674848581447243,0.9447004608294931,0.9447004608294931,0.939538583929992,0.9395385839205366,0.9507389162561577,0.38672572350218315,0.7452584603941985,0.7452577948535984,0.9410575951498821,0.9410575951498821,0.906970784213224,0.9069707842131608,0.9778605015673981,0.9778605015673981,0.9558247239045243,0.9558247239045243,0.9635430731839049,0.96354307317894,0.9344,0.9344,0.9341459113770305,0.8096413500092426
BLIP-ViT-B/16  (129M + COCO),0.9903420065901601,0.9903420065901601,1.0055762081784387,1.0055762078468984,0.9184238879482839,0.9184238879482839,0.9584702326192667,0.9584702326192667,0.9587987813724067,0.9587987813724067,0.9456226209896683,0.9456226209896683,0.956188605108055,0.956188605108055,0.9548022598870057,0.29851789385323585,0.7515093740069908,0.7515093704999373,0.9379351207228558,0.9379351207228558,0.9347363945578231,0.9347363945578231,0.9634680134680135,0.9634680134680135,0.9653257027436459,0.9653257027436459,0.9718756608162402,0.9718756608162402,0.9303295786399667,0.9303295786399667,0.9428936298432548,0.8016046107338995
BLIP-ViT-B/16 (4M),1.0013518495760108,1.0013518495760108,1.0175300889586605,1.017529965824309,0.7896613190730837,0.7896088071399233,0.9184051923968476,0.9184051923968476,0.9414478918058871,0.9414478918058871,0.9269262981574541,0.9269262981574541,0.8861176470588235,0.8861176470588172,0.9045454545454545,0.4235620771201423,0.7164377492246345,0.716395636554837,0.8935021097046413,0.8935021097046413,0.8389597399349836,0.838959739934971,0.9694393847399312,0.9694393847399312,0.9318811150083071,0.9318811150083071,0.9224248651425635,0.9224248651422778,0.8903678606001936,0.890367860600192,0.9032665710618318,0.7996507363443396
BLIP-ViT-B/16 & CapFilt-L (129M),0.9541252599953777,0.9541252599953777,1.0638297872340425,1.0473956833183893,0.882200647249191,0.882200647249191,0.9444601071327883,0.9444601071327883,0.9577114427860698,0.9577114427860698,0.9558098244229633,0.9558098244229633,0.9441408621736491,0.9441408621736491,0.8622754491017965,0.23910506024773223,0.72467845659164,0.7246734747714347,0.8962364772207833,0.8962364772207833,0.9061440677966102,0.9061440677966102,0.9263217097862766,0.9263217097862766,0.9991906110886281,0.9991906110886281,0.9303066507367582,0.9303066507367582,0.9355490680440152,0.9355490680440152,0.9255320280907059,0.79431402863779
ALBEF  (14M + flickr_finetuned),0.9956342182890855,0.9956342182890855,0.9848189957181782,0.9776559457491916,0.8487986743993371,0.8487866824899858,0.9621423330887746,0.9621423330887746,0.9490662139219015,0.9490662139219015,0.9358898721730581,0.9358898721730581,0.9408783783783785,0.940878378378343,0.9153439153439155,0.32573973913521787,0.7496723460026212,0.7496723348559735,0.9279356384799726,0.9279356384799726,0.9071794871794873,0.9071794871794221,0.9833034111310592,0.9833034111310592,0.9502848265147591,0.9502848265147591,0.9339756304902239,0.9339756304345377,0.9253731343283583,0.9253731343283583,0.9273531383626074,0.7931527379696877
BLIP-ViT-B/16  (129M + Flickr),0.9937648792653895,0.9937648792653895,0.995643259866735,0.995643211650703,0.8863275039745628,0.8863275039745628,0.9528683005655804,0.9528683005655804,0.9396701388888888,0.9396701388888888,0.9292233190538276,0.9292233190538276,0.9453333333333334,0.9453333333333334,1.0375,0.2625634379390841,0.7195704057279236,0.7195704054843274,0.9274372816767228,0.9274372816767228,0.9243827160493827,0.9243827160493827,0.9780462899931927,0.9780462899931927,0.9503247323152537,0.9503247323152537,0.9452991452991453,0.9452991452991327,0.9149117209104446,0.9149117209104446,0.9360202017946921,0.7800031949926005
BLIP-ViT-B/16 (129M),0.9536778398510242,0.9536778398510242,1.041240409207161,1.0411190013908191,0.8787526953060208,0.8787526953060208,0.9386317907444669,0.9386317907444669,0.9295296589623404,0.9295296589623404,0.9337817952491066,0.9337817952491066,0.929047907822923,0.929047907822923,1.1507936507936507,0.16696570203282157,0.6975073933248839,0.697492238932862,0.8590547179400305,0.8590547179400305,0.9013989169675091,0.9013989169675091,0.8891752577319587,0.8891752577319587,0.9580083983203359,0.9580083983203359,0.9618361355751268,0.9618361355725092,0.9034516051170649,0.9034516051170636,0.9283925448609068,0.7655588067904122
ALBEF (14M),0.9572118702553484,0.9572118702553484,1.1880733944954127,0.7953850511080103,0.7497168742921857,0.7476264111647941,0.9175914134982718,0.9175914134982718,0.8539162112932606,0.8539121193749516,0.8829705505761843,0.8829705505761256,0.9283703472005005,0.9283703301251548,1.0588235294117647,0.13289938186254083,0.7261039686975964,0.7243889033007823,0.8177482894464027,0.8177482894464027,0.8377331925378388,0.8377331009692569,0.9452196382428939,0.9452196382424733,0.9220067453625633,0.9220067453625633,0.8939880679210648,0.8938331876868875,0.887030516431925,0.8870305163489668,0.9044336406442143,0.697627895806901
ALBEF (4M),1.0013626040878123,1.0013626040878123,1.034589571502323,0.8558692600897781,0.8333333333333333,0.03523826679459792,0.8626082099972074,0.8626082099844349,0.9098402885110768,0.9064170281552463,0.89717868338558,0.89717868190865,0.8825347758887171,0.8802886376967521,0.8764044943820224,0.04863705661784569,0.7401234567901235,0.7347738823931109,0.8056777289084365,0.8056699532507875,0.7750385208012327,0.774611543859408,0.9774045801526717,0.9774045784595314,0.9065964523281597,0.9065964523217366,0.8742012779552716,0.8741930809298749,0.8751830161054173,0.8751826951264547,0.8834717996086258,0.6698639858722555
