Model,imagenet-r_Relative-Robustness,imagenet-r_Improved-Relative-Robustness,food101_Relative-Robustness,food101_Improved-Relative-Robustness,oxford_pets_Relative-Robustness,oxford_pets_Improved-Relative-Robustness,fgvc_aircraft_Relative-Robustness,fgvc_aircraft_Improved-Relative-Robustness,imagenet_Relative-Robustness,imagenet_Improved-Relative-Robustness,dtd_Relative-Robustness,dtd_Improved-Relative-Robustness,stanford_cars_Relative-Robustness,stanford_cars_Improved-Relative-Robustness,imagenet-v2_Relative-Robustness,imagenet-v2_Improved-Relative-Robustness,imagenet-sketch_Relative-Robustness,imagenet-sketch_Improved-Relative-Robustness,sun397_Relative-Robustness,sun397_Improved-Relative-Robustness,caltech101_Relative-Robustness,caltech101_Improved-Relative-Robustness,imagenet-a_Relative-Robustness,imagenet-a_Improved-Relative-Robustness,ucf101_Relative-Robustness,ucf101_Improved-Relative-Robustness,flowers102_Relative-Robustness,flowers102_Improved-Relative-Robustness,eurosat_Relative-Robustness,eurosat_Improved-Relative-Robustness,SAR_Relative-Robustness,WAR_Improved-Relative-Robustness
MetaCLIP- ViT-B/32 (400M),0.27235827357597076,0.27235827357597076,0.17031997984378938,0.17031997984378938,0.38221370604147875,0.38221370604147875,0.17279821627647715,0.17279796645568388,0.21466686994968745,0.21466686994968745,0.20541461567588035,0.20541461567588035,0.05824968188887318,0.05824968188887318,0.19718554551772063,0.19718554551772063,0.08197336334646407,0.08197336334646407,0.2257661038148843,0.2257661038148843,0.6222871921736197,0.6222871921736197,0.0985568461809222,0.09855682928990324,0.30318491032776745,0.30318491032776745,0.3134035087719298,0.3134035087719298,0.5341020128981825,0.5341020128981815,0.25683205508557655,0.2526956095928027
OpenCLIP-ViT-H/14,0.3344466711200178,0.3344466711200178,0.30963403880070545,0.30963403880070545,0.45675875939451677,0.45675875939451677,0.178409825468649,0.178409825468649,0.3117797695262484,0.3117797695262484,0.28142036245763963,0.28142036245763963,0.17229657956235392,0.17229657956235392,0.27023608768971336,0.27023608768971336,0.16907429245283018,0.16907429245283018,0.38056035055105564,0.38056035055105564,0.6927374301675977,0.6927374301675977,0.08877928483353884,0.08877928483353884,0.38213762811127383,0.38213762811127383,0.4552886429379952,0.4552886429379952,0.3410301953818828,0.3410301953818828,0.32163932789706795,0.24824538871590895
M2-Encoder-1B ,0.3062927338046123,0.3062927338046123,0.21481757259865972,0.21481757259865972,0.3946542707728065,0.3946542707728065,0.24752475247524752,0.2430611558536838,0.2702508960573477,0.2702508960573477,0.2748763056624519,0.2748763056624519,0.11901754385964913,0.11901754385964913,0.24110728628800918,0.24110728628800918,0.18775181305398872,0.18775181305398872,0.3082113120872811,0.3082113120872811,0.6520879120879122,0.6520879120879122,0.07436848613319201,0.07436848613319201,0.3259423503325942,0.3259423503325942,0.3872419680273164,0.3872419680273164,0.36036036036036034,0.36036036036036034,0.2909670375734286,0.24609072238139446
BLIP-ViT-L/16  (129M + Flickr),0.2672955974842767,0.2672955974842767,0.18668635082539256,0.18668635082539256,0.291025641025641,0.291025641025641,0.3181818181818181,0.12363579161207594,0.21250204015015503,0.21250204015015503,0.18964886613021212,0.18964886613021212,0.06483861753784634,0.06483861753784634,0.187072945521699,0.187072945521699,0.11569322634819929,0.11569322634819929,0.24453678054786088,0.24453678054786088,0.5027198549410699,0.5027198549410699,0.08933500627352572,0.08933500627352255,0.2777524677296887,0.2777524677296887,0.290525026787081,0.290525026787081,0.5510285600159777,0.5510285600159714,0.25258951996669626,0.24252866234428813
CoCa-ViT-L/14 (laion2b_s13b_b90k + mscoco),0.30962146958865583,0.30962146958865583,0.23606240174144394,0.23606240174144394,0.4337270341207349,0.4337270341207349,0.16091954022988506,0.16091314846219534,0.24466315497643468,0.24466315497643468,0.23413144785473247,0.23413144785473247,0.09213051823416507,0.09213051823416507,0.21956856702619412,0.21956856702619412,0.16121648136036626,0.16121648136036626,0.27242386316228623,0.27242386316228623,0.6262425447316103,0.6262425447316103,0.07400130975769482,0.07400130975769482,0.3282015395381385,0.3282015395381385,0.3748415269756304,0.3748415269756304,0.4130471522731114,0.4130471522731114,0.2787199034380723,0.23229790020602925
MetaCLIP- ViT-B/32 (2.5B),0.33531694695989656,0.33531694695989656,0.16073182711198428,0.16073182711198428,0.35855697316322044,0.35855697316322044,0.16574585635359118,0.16574566974773078,0.22187730968218772,0.22187730968218772,0.2466032608695652,0.2466032608695652,0.09000387947756369,0.09000387947756369,0.19976498237367804,0.19976498237367804,0.22696428571428573,0.22696428571428573,0.25839717147908076,0.25839717147908076,0.6593212869105333,0.6593212869105333,0.10747978436657682,0.10747978004610188,0.34142322097378275,0.34142322097378275,0.25236950063658226,0.25236950063658226,0.3699551569506726,0.3699551569506519,0.26630076286821336,0.22525016370855022
SigLIP-ViT-SO400M,0.3649757945695643,0.3649757945695643,0.30568897427687053,0.30568897427687053,0.38683602771362585,0.38683602771362585,0.13138686131386862,0.13138686131386862,0.2666097769108863,0.2666097769108863,0.18561778778497043,0.18561778778497043,0.12610913930789708,0.12610913930789708,0.22848508737353831,0.22848508737353831,0.17125877903835762,0.17125877903835762,0.298333774133827,0.298333774133827,0.6693162020905923,0.6693162020905923,0.06009180692724997,0.06009180692724997,0.30032753842277654,0.30032753842277654,0.45081878321223295,0.45081878321223295,0.4095408080480285,0.4095408080480285,0.29035980940828576,0.2233480152832752
ALBEF (14M),0.1251591777333091,0.1251591777333091,0.06717810491395398,0.06717810491395398,0.25719489981785065,0.2571936673544009,0.33613445378151263,0.042190279956362174,0.08040973111395648,0.08040973111395114,0.13981857991867375,0.13981857734701622,0.05549263873159683,0.05533790656657842,0.0710093896713615,0.07100938966472045,0.012319605772615275,0.01231960442601848,0.12436762225969647,0.12436762225969647,0.27908902691511384,0.27908902691511384,0.09837898267188373,0.09814661045491739,0.1558139534883721,0.15581395348830276,0.15006883891693437,0.15004284002752166,0.9908256880733944,0.6633327067155608,0.1962173795853483,0.22059133835936529
MetaCLIP- ViT-L/14 (400M),0.2750508934630174,0.2750508934630174,0.13696165523445405,0.13696165523445405,0.4374599786552828,0.4374599786552828,0.10344827586206895,0.10344827586206297,0.22438000262432756,0.22438000262432756,0.1903997431369401,0.1903997431369401,0.08258506616257089,0.08258506616257089,0.19650780020037212,0.19650780020037212,0.109898555179834,0.109898555179834,0.26041666666666663,0.26041666666666663,0.6649053280493175,0.6649053280493175,0.05405814657783161,0.05405814657783161,0.3005167255915148,0.3005167255915148,0.35348597890403916,0.35348597890403916,0.4512277161116717,0.4512277161116717,0.2560868354946606,0.21673370805665748
BLIP-ViT-B/16 (4M),0.11636532220676868,0.11636532220676868,0.06396624472573839,0.06396624472573839,0.10708035003977726,0.10708035003977726,0.2363636363636364,0.11067953773993669,0.07391122278056951,0.07391122278056951,0.14258823529411763,0.14258823529411663,0.0427807486631016,0.04277790377281752,0.06873184898354308,0.06873184898354295,0.020005001250312578,0.020005001250312276,0.09894775706110394,0.09894775706110394,0.31166277497849326,0.31166277497849326,0.09703145768719539,0.0970257541159612,0.13317142278890914,0.13317142278890914,0.24068841510403285,0.24068841510395833,0.5727367870225013,0.5727367177139142,0.15506874832998674,0.20890659700424816
BLIP-ViT-B/16 & CapFilt-L (129M),0.1702847476740908,0.1702847476740908,0.09309766874904771,0.09309766874904771,0.2322761194029851,0.2322761194029851,0.2754491017964072,0.07638078313469224,0.13710791083053858,0.13710791083053858,0.1657559198542805,0.1657559198542805,0.03608414239482201,0.03608414239482201,0.1205928587469122,0.1205928587469122,0.05211864406779661,0.05211864406779661,0.1592472683124241,0.1592472683124241,0.3897619597873815,0.3897619597873815,0.09284565916398714,0.09284502089417715,0.187289088863892,0.187289088863892,0.21465551573078454,0.21465551573078454,0.5388707037643208,0.5305461980501226,0.19102915394264475,0.2083134909399127
SigLIP-ViT-SO400M@336px,0.3510426490621398,0.3510426490621398,0.2742396948182685,0.2742396948182685,0.4137931034482759,0.4137931034482759,0.1085284007202488,0.1085284007202488,0.2543296596826935,0.2543296596826935,0.18268575323790048,0.18268575323790048,0.11271159709809694,0.11271159709809694,0.21282151716934325,0.21282151716934325,0.15702144880615138,0.15702144880615138,0.2762826461620045,0.2762826461620045,0.6458858332420292,0.6458858332420292,0.05556968463886063,0.05556968463886063,0.28151518878366744,0.28151518878366744,0.42058600929830253,0.42058600929830253,0.37760416666666663,0.37760416666666663,0.2749744901889767,0.20671165315148193
M2-Encoder-0.4B ,0.24226091763405197,0.24226091763405197,0.17257651341512742,0.17257651341512742,0.26322233104799214,0.26322233104799214,0.23696682464454977,0.22148517600823378,0.18690861957226182,0.18690861957226182,0.28312570781426954,0.28312570781426954,0.053771379352774706,0.053771379352774706,0.18474233748736948,0.18474233748736948,0.13126113640863196,0.13126113640863196,0.23298839761680776,0.23298839761680776,0.6454022988505747,0.6454022988505747,0.10143599144515736,0.10143599134887975,0.23008394723316772,0.23008394723316772,0.29635584137191856,0.29635584137191856,0.25060827250608275,0.25060827250608275,0.23411403442671583,0.2043400798603637
OpenCLIP-ViT-L/14 (laion2b_s32b_b82k),0.270852428964253,0.270852428964253,0.1914722445695897,0.1914722445695897,0.3151939655172414,0.3151939655172414,0.1535303776683087,0.1535303776667128,0.21020737947751142,0.21020737947751142,0.2192408376963351,0.2192408376963351,0.11602987336291808,0.11602987336291808,0.18350983358547657,0.18350983358547657,0.1253556749920961,0.1253556749920961,0.27672613373280674,0.27672613373280674,0.6442744706795256,0.6442744706795256,0.06436181778647532,0.06436181778647532,0.2858950921108142,0.2858950921108142,0.31343484705565294,0.31343484705565294,0.3378189444250262,0.3378189444250262,0.2471935947749354,0.2042613188206721
ViT-B/16,0.22795838751625488,0.22795838751625488,0.1518841911764706,0.1518841911764706,0.33692601324800725,0.33692601324800725,0.12054120541205411,0.12053911041501576,0.18776525684179718,0.18776525684179718,0.22959982114911692,0.22959982114911687,0.0797773654916512,0.0797773654916512,0.17183963789201423,0.17183963789201423,0.07520198881292728,0.07520198881292728,0.2129160914250652,0.2129160914250652,0.5654890378280132,0.5654890378280132,0.05309557202965338,0.05309557202965338,0.2395245170876672,0.2395245170876672,0.19162686147794322,0.19162686147794322,0.39675675675675676,0.39675675675675676,0.21606018027635945,0.19900478732729193
ALBEF  (14M + flickr_finetuned),0.1288334556126192,0.1288334556126192,0.08147894556658677,0.08147894556658677,0.20169779286926998,0.20169779286926998,0.3174603174603175,0.11297331993128944,0.10265486725663717,0.10265486725663717,0.1167953667953668,0.11679536679536238,0.07580778790389395,0.07580671688417151,0.09746720940750792,0.09746720940750792,0.011538461538461539,0.01153846153846071,0.13136544104954256,0.13136544104954256,0.312212389380531,0.312212389380531,0.07765399737876802,0.0776539962241546,0.14326750448833034,0.14326750448833034,0.1626523094361009,0.16265230942640313,0.5118723238614247,0.5081492366245799,0.16485054466702392,0.1951070255325093
MetaCLIP- ViT-B/16 (400M),0.21829855537720708,0.21829855537720708,0.10856340664482919,0.10856340664482919,0.3019013928808313,0.3019013928808313,0.1218220338983051,0.12182199468607624,0.15866063859847415,0.15866063859847415,0.14874551971326166,0.14874551971326166,0.04402261712439418,0.04402261712439418,0.140485312899106,0.140485312899106,0.09307546192367466,0.09307546192367466,0.2031042128603104,0.2031042128603104,0.5255808757819481,0.5255808757819481,0.05839572192513369,0.05839572192513369,0.22990874300853695,0.22990874300853695,0.21283191804825446,0.21283191804825446,0.4237127113813414,0.42371271138134137,0.19927394147104055,0.1919386366979886
SigLIP-ViT-L/16@384px,0.3424802110817942,0.3424802110817942,0.25189778680637226,0.25189778680637226,0.4351026332158408,0.4351026332158408,0.08820306793279767,0.08820306793279767,0.23140090697389384,0.23140090697389384,0.20101925254813136,0.20101925254813136,0.08377406388830125,0.08377406388830125,0.19228210246174315,0.19228210246174315,0.15937072503419975,0.15937072503419975,0.22464573492636844,0.22464573492636844,0.6515549715286904,0.6515549715286904,0.055155875299760196,0.055155875299760196,0.23127890986373298,0.23127890986373298,0.42246409335727103,0.42246409335727103,0.32971389176146154,0.32971389176146154,0.2600229484453572,0.18709400175642033
SigLIP-ViT-L/16@256px,0.33543492199187863,0.33543492199187863,0.2714609653385164,0.2714609653385164,0.42091544155979566,0.42091544155979566,0.10340887450009521,0.10340887450009521,0.22918229557389344,0.22918229557389344,0.20742946264001136,0.20742946264001136,0.07565719170762984,0.07565719170762984,0.19572953736654805,0.19572953736654805,0.15520847859433834,0.15520847859433834,0.21336508826001682,0.21336508826001682,0.6298729741568113,0.6298729741568113,0.06453296225430509,0.06453296225430509,0.24315992292870908,0.24315992292870908,0.4631697687535251,0.4631697687535251,0.29670922495953966,0.29670922495953966,0.26034914070570764,0.18468626463509896
ViT-L/14,0.2864678899082569,0.2864678899082569,0.1717293562890668,0.1717293562890668,0.43375040102662815,0.43375040102662815,0.1260663507109005,0.12606634985890836,0.25076128690586524,0.25076128690586524,0.2253064167267484,0.2253064167267484,0.11876606683804627,0.11876606683804627,0.21849942726231383,0.21849942726231383,0.11277059909380767,0.11277059909380767,0.2997351383166569,0.2997351383166569,0.6642327566838914,0.6642327566838914,0.052975429626473516,0.052975429626473516,0.3702999864259536,0.3702999864259536,0.28741152679474213,0.28741152679474213,0.23251691911053818,0.23251691911053818,0.2567526367813259,0.18198968822474812
ViT-L/14@336px,0.2678530945363863,0.2678530945363863,0.169965202261853,0.169965202261853,0.41272378516624036,0.41272378516624036,0.11590296495956874,0.11590296487235469,0.232889237199582,0.232889237199582,0.21699463327370305,0.21699463327370305,0.1014583857178778,0.1014583857178778,0.20174943566591425,0.20174943566591425,0.09857306872232245,0.09857306872232245,0.27592190889370927,0.27592190889370927,0.638115393183337,0.638115393183337,0.04363069731203739,0.04363069731203739,0.3463552154651631,0.3463552154651631,0.2804381049414162,0.2804381049414162,0.25965140902427103,0.25965140902427103,0.24414816908822545,0.17808955082191869
SigLIP-ViT-B/16,0.2667995128971549,0.2667995128971549,0.16050756901157612,0.16050756901157612,0.3287671232876712,0.3287671232876712,0.059548254620123205,0.0595482546201232,0.15108481262327417,0.15108481262327417,0.19462880074085503,0.19462880074085503,0.03847850055126792,0.03847850055126792,0.12730172538784978,0.12730172538784978,0.10263584155499926,0.10263584155499926,0.14717251252684324,0.14717251252684324,0.4834400529918304,0.4834400529918304,0.05890138980807413,0.05890138980807413,0.1566331450613032,0.1566331450613032,0.28784350256171404,0.28784350256171404,0.39343514930476414,0.3934351492620451,0.19714519286195337,0.17489738433731356
BLIP-ViT-B/16 (129M),0.1304972693302673,0.1304972693302673,0.07962053193291546,0.07962053193291546,0.12122191692257961,0.12122191692257961,0.31746031746031744,0.04605950400905423,0.09690981711162498,0.09690981711162498,0.14614918132201335,0.14614918132201335,0.020235528279980097,0.020235528279980097,0.09051412020275162,0.0905141202027515,0.06046931407942239,0.06046931407942239,0.122375524895021,0.122375524895021,0.3122672253258845,0.3122672253258845,0.08829742289818335,0.0882955045045234,0.1513254786450663,0.1513254786450663,0.20389645049372832,0.20389645049317343,0.4600383631713555,0.45998472305845534,0.16008523080474077,0.1742107857902321
SigLIP-ViT-B/16@256px,0.26690273320792296,0.26690273320792296,0.15879206596835302,0.15879206596835302,0.2997872340425532,0.2997872340425532,0.055704697986577185,0.055704697986577185,0.1476882430647292,0.1476882430647292,0.21806133456618895,0.21806133456618895,0.03720518215037094,0.03720518215037094,0.12479906473768812,0.12479906473768812,0.10938883968113376,0.10938883968113376,0.1390747330960854,0.1390747330960854,0.4529217199558985,0.4529217199558985,0.05693950177935943,0.05693950177935943,0.15415236787920386,0.15415236787920386,0.27130781873679266,0.27130781873679266,0.3827493261455525,0.3827493261284703,0.19169832419989397,0.17204527201041675
RN50,0.05856687363651619,0.05856687363651619,0.035890307089599394,0.035890307089599394,0.13070369938149143,0.13070369938149143,0.09615384615384615,0.09564195574717216,0.02959866220735786,0.02959866220735786,0.15154440154440155,0.15154440154439583,0.01818181818181818,0.01818181818181818,0.030807030807030806,0.030807030807030806,0.013810597519729425,0.0138105975195442,0.048397863818424564,0.048397863818424564,0.17127005186346642,0.17127005186346642,0.03811563169164882,0.03811451994786661,0.04993535875888817,0.04993535875888817,0.10163092721232257,0.10163092721232257,0.5260615306381897,0.5260615128959053,0.10004457336698208,0.17201439207545507
ViT-B/32,0.18629737609329447,0.18629737609329447,0.13480004862039627,0.13480004862039627,0.324037032803749,0.324037032803749,0.1702127659574468,0.1700634078587674,0.168585396625138,0.168585396625138,0.2116390088656513,0.21163900886565118,0.06120384420839656,0.06120384420839656,0.15842114663332735,0.15842114663332735,0.056487827936658,0.05648782793665798,0.2046467218332272,0.2046467218332272,0.4873142857142857,0.4873142857142857,0.0724269377382465,0.07242693740441508,0.23867262284620294,0.23867262284620294,0.21166013859596267,0.21166013859596267,0.2249786142001711,0.22497861419975906,0.19409225124481028,0.16912667828648928
SigLIP-ViT-B/16@512px,0.24110243055555555,0.24110243055555555,0.15043668122270742,0.15043668122270742,0.29294429708222813,0.29294429708222813,0.04658792650918635,0.04658792650918635,0.12450415866922585,0.12450415866922585,0.19885421377958692,0.19885421377958692,0.027313449142357695,0.027313449142357695,0.10416959146427067,0.10416959146427067,0.08834125954748523,0.08834125954748523,0.1181652915676129,0.1181652915676129,0.41659330985915494,0.41659330985915494,0.03778924587980689,0.03778924587980689,0.12413069151030051,0.12413069151030051,0.23762376237623764,0.23762376237623764,0.42286292362164896,0.42286291248405056,0.17542794885249105,0.16759281313049051
SigLIP-ViT-B/16@384px,0.24940178377202524,0.24940178377202524,0.15031749507335232,0.15031749507335232,0.30716180371352786,0.30716180371352786,0.05291005291005291,0.05291005291005291,0.13443972726103176,0.13443972726103176,0.21131848284166163,0.21131848284166163,0.03052103771528232,0.03052103771528232,0.11561181434599158,0.11561181434599158,0.0942658557775847,0.0942658557775847,0.13118461973423806,0.13118461973423806,0.447261551970146,0.447261551970146,0.044797429948242005,0.044797429948242005,0.13461026868848094,0.13461026868848094,0.2597881160755412,0.2597881160755412,0.37851009514968664,0.3785100950328769,0.182806675665123,0.16502902839345465
ALBEF  (14M + coco_finetuned),0.12208258527827648,0.12208258527827648,0.0892556416301785,0.0892556416301785,0.16990755498884283,0.16990755498884283,0.270935960591133,0.11020681239699519,0.09036265277499499,0.09036265277499499,0.11005038451339168,0.11005038451228413,0.058936272160996644,0.058921484602139265,0.08137142857142857,0.08137142857142857,0.0097385955920041,0.009738595592003421,0.11685073031706447,0.11685073031706447,0.3201670644391408,0.3201670644391408,0.06731126812941614,0.06731120801821423,0.13205329153605017,0.13205329153605017,0.24628679449095325,0.24628679448968419,0.3905325443786982,0.39052784952671793,0.151722851292838,0.1633979469824442
BLIP-ViT-B/16  (129M + Flickr),0.15876649609480203,0.15876649609480203,0.07176881549698316,0.07176881549698316,0.13368055555555555,0.13368055555555555,0.36875,0.09332073999039735,0.10132240640715218,0.10132240640715218,0.16914285714285715,0.16914285714285715,0.016216216216216217,0.016216216216216217,0.09636247606892151,0.09636247606892151,0.06547619047619048,0.06547619047619048,0.11444619975425663,0.11444619975425663,0.266182972452103,0.266182972452103,0.05877088305489259,0.05877088303499688,0.15197413206262764,0.15197413206262764,0.19145299145299144,0.19145299145298889,0.38723731419784724,0.3872372954450997,0.15677003376222648,0.16262287084249694
ALBEF (4M),0.13236526110025132,0.1323652610982914,0.10795681727309077,0.10795577537355468,0.2514167954662545,0.25047084356724814,0.3707865168539326,0.020577216261396254,0.0896551724137931,0.08965517226620331,0.2879958784131891,0.28726290045095415,0.28787878787878785,0.012173219438133827,0.09333821376281112,0.0933381795304249,0.03389830508474577,0.03387963014892044,0.09950110864745011,0.09950110864674516,0.21604844814534443,0.21604844814534443,0.09074074074074075,0.09008487131925548,0.06045801526717557,0.06045801516244524,0.21805111821086262,0.21804907363531825,0.39752194114610223,0.3288519612121404,0.18250754136030212,0.15676123296178424
BLIP-ViT-B/16  (129M + COCO),0.14298856617163885,0.14298856617163885,0.06176862687009332,0.06176862687009332,0.1661105469316698,0.1661105469316698,0.2655367231638418,0.08301976929646203,0.0980605401486315,0.0980605401486315,0.1432220039292731,0.1432220039292731,0.01970140064645221,0.01970140064645221,0.08364622444722569,0.08364622444722569,0.05803571428571429,0.05803571428571429,0.11395387981821242,0.11395387981821242,0.27326440177252587,0.27326440177252587,0.05878614553543057,0.058786145261094463,0.16818181818181818,0.16818181818181818,0.20046521463311484,0.20046521463311484,0.37941449814126393,0.3794144980161702,0.1488757536451271,0.15605424548899563
RN50x16,0.09391634980988593,0.09391634980988593,0.043742953776775645,0.043742953776775645,0.12622113676731794,0.12622113676731794,0.03982777179763186,0.039827750912138686,0.0415665205711862,0.0415665205711862,0.14199166982203712,0.14199166982203712,0.02100494233937397,0.02100494233937397,0.040622568093385214,0.040622568093385214,0.022516294686944497,0.022516294686944497,0.07315570614507931,0.07315570614507931,0.35870818915801617,0.35870818915801617,0.01893740136770121,0.01893740136770121,0.04979628791308284,0.04979628791308284,0.10902777777777778,0.10902777777777778,0.45358599184456705,0.4535859909859451,0.10897477079138418,0.14461888657809677
RN50x64,0.11812336270540605,0.11812336270540605,0.07554076539101497,0.07554076539101497,0.146490009616412,0.146490009616412,0.0444015444015444,0.044401543801614846,0.06601731601731602,0.06601731601731602,0.14796014288400075,0.14796014288400075,0.032381203106489405,0.032381203106489405,0.05877965090258093,0.05877965090258093,0.03468621491149651,0.03468621491149651,0.09318249479011609,0.09318249479011609,0.3656506579687324,0.3656506579687324,0.014206563432305724,0.014206563432305724,0.07814004677397166,0.07814004677397166,0.12656431428202813,0.12656431428202813,0.4120353982300885,0.4120353982300885,0.12094397902756693,0.14106227449665407
RN101,0.09656716417910448,0.09656716417910448,0.05308762509153039,0.05308762509153039,0.12758858720662677,0.12758858720662677,0.10372771474878442,0.10350546947813832,0.042522464698331194,0.042522464698331194,0.1620816139385603,0.16208161393856013,0.01821762678483506,0.01821762678483506,0.038249421811065644,0.038249421811065644,0.025572333170969314,0.025572333170969245,0.04700926705981466,0.04700926705981466,0.3075109067326966,0.3075109067326966,0.03415300546448087,0.034153003281714285,0.056474519632414365,0.056474519632414365,0.0930053804765565,0.0930053804765565,0.3683327742368333,0.3681890322281512,0.10494002701550692,0.1399336620258742
RN50x4,0.08690792231381865,0.08690792231381865,0.055673507902807264,0.055673507902807264,0.15306696679797413,0.15306696679797413,0.07112375533428165,0.07110190425928012,0.0439245283018868,0.0439245283018868,0.14589352042922,0.14589352042922,0.02527669757702662,0.02527669757702662,0.04188393608074012,0.04188393608074012,0.02036705461056401,0.02036705461056401,0.05380807919527383,0.05380807919527383,0.3051531702683448,0.3051531702683448,0.0269814502529511,0.026981450252951036,0.048830594184576484,0.048830594184576484,0.12303290414878396,0.12303290414878396,0.30459770114942525,0.30459037481602647,0.10043478590317832,0.11877833612601643
