Model,dtd_Relative-Robustness,dtd_Improved-Relative-Robustness,sun397_Relative-Robustness,sun397_Improved-Relative-Robustness,imagenet_Relative-Robustness,imagenet_Improved-Relative-Robustness,imagenet-a_Relative-Robustness,imagenet-a_Improved-Relative-Robustness,imagenet-r_Relative-Robustness,imagenet-r_Improved-Relative-Robustness,food101_Relative-Robustness,food101_Improved-Relative-Robustness,ucf101_Relative-Robustness,ucf101_Improved-Relative-Robustness,flowers102_Relative-Robustness,flowers102_Improved-Relative-Robustness,eurosat_Relative-Robustness,eurosat_Improved-Relative-Robustness,imagenet-v2_Relative-Robustness,imagenet-v2_Improved-Relative-Robustness,oxford_pets_Relative-Robustness,oxford_pets_Improved-Relative-Robustness,stanford_cars_Relative-Robustness,stanford_cars_Improved-Relative-Robustness,caltech101_Relative-Robustness,caltech101_Improved-Relative-Robustness,imagenet-sketch_Relative-Robustness,imagenet-sketch_Improved-Relative-Robustness,fgvc_aircraft_Relative-Robustness,fgvc_aircraft_Improved-Relative-Robustness,SAR_Relative-Robustness,WAR_Improved-Relative-Robustness
MetaCLIP- ViT-B/32 (2.5B),0.8717730978260869,0.8717730978260869,0.9241308190925163,0.9241308190925163,0.8962305986696231,0.8962305986696231,0.6074797843665769,0.60747975994709,0.9326002587322122,0.9326002587322122,0.8990667976424361,0.8990667976424361,0.9591011235955056,0.9591011235955056,0.9308247276842552,0.9308247276842552,1.0,0.999999999999944,0.8831626657713614,0.8831626657713614,0.9391772987241531,0.9391772987241531,0.8771498771498771,0.8771498771498771,0.9821507271925958,0.9821507271925958,0.9055357142857143,0.9055357142857143,0.7933701657458564,0.7933692725258046,0.8934502437652515,0.8389056402035743
MetaCLIP- ViT-B/16 (2.5B),0.9219606578523056,0.9219606578523056,0.9121116225546605,0.9121116225546605,0.8929561841375485,0.8929561841375485,0.509529602595296,0.509529602595296,0.9466362873246192,0.9466362873246192,0.8993566176470588,0.8993566176470588,0.9546934730284583,0.9546934730284583,0.9212556530992285,0.9212556530992285,1.0,0.9999999999999971,0.8687365508761143,0.8687365508761143,0.9620543016028787,0.9620543016028787,0.8822324011571843,0.8822324011571843,0.9836536337530373,0.9836536337530373,0.9059175531914894,0.9059175531914894,0.8705882352941177,0.8705882144252951,0.8954455182742664,0.8358921835101616
SigLIP-ViT-SO400M,0.8750351815367295,0.8750351815367295,0.9375826500925681,0.9375826500925681,0.9111300743630378,0.9111300743630378,0.5213520656558631,0.5213520656558631,0.941486002946748,0.941486002946748,0.9507951755790373,0.9507951755790373,0.9021164021164022,0.9021164021164022,0.9610671293785925,0.9610671293785925,1.0,1.0,0.8771514912626462,0.8771514912626462,0.954755406256561,0.954755406256561,0.9330079858030169,0.9330079858030169,0.9833405923344948,0.9833405923344948,0.8752025931928686,0.8752025931928686,0.791804910418049,0.791804910418049,0.8943885107291077,0.8243109642477113
SigLIP-ViT-SO400M@336px,0.8324471710974779,0.8324471710974779,0.9445843828715365,0.9445843828715365,0.9009325420855033,0.9009325420855033,0.4922431332655137,0.4922431332655137,0.9384889447762758,0.9384889447762758,0.9492423439652431,0.9492423439652431,0.8949698684048701,0.8949698684048701,0.9661585036220133,0.9661585036220133,0.9926470588235293,0.9926470588235293,0.861078469774122,0.861078469774122,0.9494667080873977,0.9494667080873977,0.9337609084218274,0.9337609084218274,0.9854278514298236,0.9854278514298236,0.8588965331174964,0.8588965331174964,0.8286135210345391,0.8286135210345391,0.8885971960518114,0.8175614588667162
OpenCLIP-ViT-L/14 (laion2b_s32b_b82k),0.880726439790576,0.880726439790576,0.9274138635435106,0.9274138635435106,0.8709938055480744,0.8709938055480744,0.5166340508806262,0.5166340508806262,0.8944775435380384,0.8944775435380384,0.9032295138489829,0.9032295138489829,0.9233581774715229,0.9233581774715229,0.9496024794502089,0.9496024794502089,1.0,1.0,0.8423600605143722,0.8423600605143722,0.9460129310344828,0.9460129310344828,0.9089728325576362,0.9089728325576362,0.9779403613790046,0.9779403613790046,0.8269048371798926,0.8269048371798926,0.7495894909688013,0.7495894909610095,0.8745477591803821,0.8102413528378927
MetaCLIP- ViT-L/14 (400M),0.8523037405683096,0.8523037405683096,0.9151182432432432,0.9151182432432432,0.8888597296942659,0.8888597296942659,0.5219563900666262,0.5219563900666262,0.9301063107894141,0.9301063107894141,0.9145395254694703,0.9145395254694703,0.9370410660864834,0.9370410660864834,0.9246205299717005,0.9246205299717005,1.0,1.0,0.8641763274652927,0.8641763274652927,0.9654215581643543,0.9654215581643543,0.8811436672967864,0.8811436672967864,0.9713782474680757,0.9713782474680757,0.8779588072548417,0.8779588072548417,0.7556221889055471,0.7556221889055034,0.8800164221629607,0.8096018100299429
SigLIP-ViT-L/16@256px,0.8665815964837658,0.8665815964837658,0.9176239843093305,0.9176239843093305,0.8869717429357339,0.8869717429357339,0.49382501304574705,0.49382501304574705,0.92263304124813,0.92263304124813,0.9439585357952706,0.9439585357952706,0.8824662813102121,0.8824662813102121,0.9564579808234631,0.9564579808234631,1.0016184139543247,1.0016184139543247,0.8493019436079934,0.8493019436079934,0.9627776040037536,0.9627776040037536,0.9061765334473177,0.9061765334473177,0.9793035479632064,0.9793035479632064,0.844652070840887,0.844652070840887,0.7547133879261094,0.7547133879261094,0.8779374451796829,0.8056971009629766
ViT-L/14,0.8446286950252344,0.8446286950252344,0.9301059446733374,0.9301059446733374,0.8864027538726335,0.8864027538726335,0.562278085499219,0.562278085499219,0.8969036697247705,0.8969036697247705,0.9312424607961399,0.9312424607961399,0.9272431111714402,0.9272431111714402,0.929474216380182,0.929474216380182,1.0,1.0,0.8626861397479954,0.8626861397479954,0.9548711367768153,0.9548711367768153,0.8655526992287919,0.8655526992287919,0.9767467984722535,0.9767467984722535,0.8115455613357946,0.8115455613357946,0.6777251184834123,0.6777251139031538,0.8704937594125347,0.8034533284932613
M2-Encoder-0.4B ,0.8835409588523973,0.8835409588523973,0.8951081843838194,0.8951081843838194,0.8431626701231366,0.8431626701231366,0.5539260617170791,0.5539260611913221,0.8682974018794914,0.8682974018794914,0.8662532021032763,0.8662532021032763,0.9206784307007025,0.9206784307007025,0.8988924615934263,0.8988924615934263,1.0,1.0,0.8358033007746716,0.8358033007746716,0.8922624877571007,0.8922624877571007,0.8492678725236865,0.8492678725236865,0.9471264367816092,0.9471264367816092,0.8081568006335379,0.8081568006335379,0.7535545023696681,0.7043228597061834,0.8544020514795734,0.8018725824158044
SigLIP-ViT-L/16@384px,0.866647791619479,0.866647791619479,0.919977771603223,0.919977771603223,0.8865056992278465,0.8865056992278465,0.4660741994639582,0.4660741994639582,0.9272823218997361,0.9272823218997361,0.9433336897252219,0.9433336897252219,0.8966120765095638,0.8966120765095638,0.9609515260323159,0.9609515260323159,0.9993105825577386,0.9993105825577386,0.8497671324018629,0.8497671324018629,0.9522081691893013,0.9522081691893013,0.9190818701078908,0.9190818701078908,0.9914586070959266,0.9914586070959266,0.8395348837209302,0.8395348837209302,0.7516435354273192,0.7516435354273192,0.878025990438821,0.7992186971717834
ViT-L/14@336px,0.8488372093023256,0.8488372093023256,0.9227765726681127,0.9227765726681127,0.8770898641588297,0.8770898641588297,0.5214907154914945,0.5214907154914945,0.8884606665155294,0.8884606665155294,0.918225315354502,0.918225315354502,0.9308632031145121,0.9308632031145121,0.9220580743759553,0.9220580743759553,1.0,1.0,0.852849887133183,0.852849887133183,0.9515132139812447,0.9515132139812447,0.8340457631380437,0.8340457631380437,0.9728224548897305,0.9728224548897305,0.7877644743316385,0.7877644743316385,0.6226415094339622,0.6226415089654402,0.8567625949259375,0.782236378823381
ViT-B/16,0.8562486027274759,0.8562486027274757,0.8857186685074399,0.8857186685074399,0.8415044636323723,0.8415044636323723,0.4838709677419355,0.4838709677419355,0.8460338101430429,0.8460338101430429,0.8801700367647058,0.8801700367647058,0.9234769687964339,0.9234769687964339,0.8800224782242202,0.8800224782242202,1.0,1.0,0.8171677982541222,0.8171677982541222,0.9201751431458404,0.9201751431458404,0.7867965367965367,0.7867965367965367,0.9556969215040326,0.9556969215040326,0.731717422829915,0.731717422829915,0.6998769987699877,0.6998648349606528,0.8338984545225373,0.7788562005071231
ViT-B/32,0.8561036599227095,0.8561036599227091,0.8706238064926798,0.8706238064926798,0.8257372654155496,0.8257372654155496,0.5079415501905972,0.5079415478493847,0.8295918367346939,0.8295918367346939,0.8825817430412058,0.8825817430412058,0.9336311423101469,0.9336311423101469,0.8207291352817113,0.8207291352817113,1.0,0.9999999999981686,0.8099660653688159,0.8099660653688159,0.9059321065264603,0.9059321065264603,0.7949755521834428,0.7949755521834428,0.9558857142857143,0.9558857142857143,0.726542188607894,0.7265421886078938,0.6808510638297872,0.6802536314350696,0.8267395220127605,0.776833936865526
MetaCLIP- ViT-B/32 (400M),0.8419159409314654,0.8419159409314654,0.8677298311444652,0.8677298311444652,0.8356456776947705,0.8356456776947705,0.49700809574093624,0.4970080105619406,0.8921661480178595,0.8921661480178595,0.8846056941295037,0.8846056941295037,0.8987322201607916,0.8987322201607916,0.9089122807017544,0.9089122807017544,1.0,0.9999999999999981,0.7998610145934676,0.7998610145934676,0.9167042380522994,0.9167042380522994,0.7670012724445072,0.7670012724445072,0.9771730574609243,0.9771730574609243,0.8131682611142375,0.8131682611142375,0.5841694537346711,0.5841686091792152,0.8323195457281103,0.7565163060666285
MetaCLIP- ViT-B/16 (400M),0.8492831541218638,0.8492831541218638,0.8679970436067996,0.8679970436067996,0.8378072901949702,0.8378072901949702,0.4329411764705882,0.4329411764705882,0.8944314112853439,0.8944314112853439,0.8694431445952269,0.8694431445952269,0.8738592876067118,0.8738592876067118,0.9191265669227658,0.9191265669227658,1.0,0.9999999999999999,0.8073116219667944,0.8073116219667944,0.9289188591642715,0.9289188591642715,0.7898492191707055,0.7898492191707055,0.9725201072386059,0.9725201072386059,0.8269728889656364,0.8269728889656364,0.6398305084745763,0.6398303025251308,0.8340194853189906,0.7553936966442335
SigLIP-ViT-B/16,0.8521376755672171,0.8521376755672171,0.8389405869720831,0.8389405869720831,0.811965811965812,0.811965811965812,0.4008382969335981,0.4008382969335981,0.8793313406398761,0.8793313406398761,0.8757791629563669,0.8757791629563669,0.8455710152913625,0.8455710152913625,0.9158127619934794,0.9158127619934794,1.0,0.9999999998914204,0.7584457010294331,0.7584457010294331,0.8963576510565997,0.8963576510565997,0.849393605292172,0.849393605292172,0.9776992713623317,0.9776992713623317,0.7898689441908409,0.7898689441908409,0.6228610540725531,0.622861054072553,0.821000191954915,0.7399811343091868
SigLIP-ViT-B/16@256px,0.8542148250886115,0.8542148250886115,0.8455516014234875,0.8455516014234875,0.8235138705416116,0.8235138705416116,0.4099199288256228,0.4099199288256228,0.8842536239902622,0.8842536239902622,0.8843325161577892,0.8843325161577892,0.8291008922443377,0.8291008922443377,0.9185254754637238,0.9185254754637238,0.9970799640610961,0.9970799640165962,0.7723220809586439,0.7723220809586439,0.9058510638297873,0.9058510638297873,0.8502934337282694,0.8502934337282694,0.9700110253583242,0.9700110253583242,0.7970180100383821,0.7970180100383821,0.5812080536912752,0.5812080536912752,0.8215464243600815,0.7360880585250968
SigLIP-ViT-B/16@384px,0.8278145695364238,0.8278145695364238,0.849448685326548,0.849448685326548,0.8223337192847034,0.8223337192847034,0.36605389969659113,0.36605389969659113,0.8801392212312378,0.8801392212312378,0.880994088022772,0.880994088022772,0.8329342910348496,0.8329342910348496,0.9081068631966835,0.9081068631966835,0.966117428637735,0.9661174283395872,0.7742616033755274,0.7742616033755274,0.9120424403183023,0.9120424403183023,0.8671244822323959,0.8671244822323959,0.9692679179014378,0.9692679179014378,0.7842455835505356,0.7842455835505356,0.625,0.625,0.8177256528897162,0.7256341878200053
SigLIP-ViT-B/16@512px,0.8132066938037087,0.8132066938037087,0.8512096210320234,0.8512096210320234,0.8227767114523351,0.8227767114523351,0.367071749625437,0.367071749625437,0.8869357638888888,0.8869357638888888,0.8787117903930131,0.8787117903930131,0.8252197874294712,0.8252197874294712,0.9073221275615934,0.9073221275615934,0.9648457258472433,0.964845700434601,0.7780429594272076,0.7780429594272076,0.9178779840848806,0.9178779840848806,0.8835354528569869,0.8835354528569869,0.9737015845070423,0.9737015845070423,0.7895950425133305,0.7895950425133305,0.6279527559055118,0.6279527559055118,0.8192003833552449,0.7255087740920197
BLIP-ViT-L/16  (129M + COCO),0.8031885651456844,0.8031885651456844,0.8582078198691616,0.8582078198691616,0.8254754674764264,0.8254754674764264,0.5237730061349694,0.5237730061349113,0.8623645672103823,0.8623645672103823,0.8242109468637635,0.8242109468637635,0.8905311778290993,0.8905311778290993,0.8828316953316953,0.8828316953316953,0.9980233602875113,0.9980233602875113,0.7960298670551813,0.7960298670551813,0.8795763598326359,0.8795763598326359,0.716793446459918,0.716793446459918,0.959520578923564,0.959520578923564,0.7565028901734104,0.7565028901734104,0.75,0.3725745276261071,0.8218019832395603,0.7142704528964029
RN101,0.7961944062356717,0.7961944062356708,0.7688289806234204,0.7688289806234204,0.7419768934531451,0.7419768934531451,0.3671448087431694,0.3671447852784286,0.7795522388059701,0.7795522388059701,0.7500610202587259,0.7500610202587259,0.867000835421888,0.867000835421888,0.7830899308224443,0.7830899308224443,1.0,0.9996097496103084,0.7084148727984344,0.7084148727984344,0.8657386102162908,0.8657386102162908,0.7255867388806828,0.7255867388806828,0.9353849781865345,0.9353849781865345,0.6151972722844617,0.6151972722844601,0.6450567260940031,0.6436746383171726,0.7566152208549894,0.7099917387793304
RN50x64,0.8460236886632826,0.8460236886632826,0.8518904435844,0.8518904435844,0.7989718614718615,0.7989718614718615,0.3021736042051428,0.3021736042051428,0.834127173136461,0.834127173136461,0.8001109262340542,0.8001109262340542,0.8811390837804375,0.8811390837804375,0.8053154431686234,0.8053154431686234,1.0,1.0,0.7733850514694913,0.7733850514694913,0.9223207607650389,0.9223207607650389,0.7425299460313282,0.7425299460313282,0.9665954335845237,0.9665954335845237,0.7225102807080278,0.7225102807080278,0.5579150579150579,0.5579150503768127,0.7870005836478486,0.7025711023489031
BLIP-ViT-L/16 (129M),0.7342534992223951,0.7342534992223951,0.8688471502590673,0.8688471502590673,0.8151936944491027,0.8151936944491027,0.4846771794108896,0.48467717926522497,0.8199470432480142,0.8199470432480142,0.8124515629036424,0.8124515629036424,0.8525309512615576,0.8525309512615576,0.8925889650669279,0.8925889650669279,0.9978128797083841,0.9978128759850247,0.7606996650539636,0.7606996650539636,0.9231521587257231,0.9231521587257231,0.7409874040828146,0.7409874040828146,0.9450312322544009,0.9450312322544009,0.689551678859501,0.689551678859501,0.9438202247191012,0.29845777457570777,0.8187696859483656,0.6842603499781545
BLIP-ViT-L/16  (129M + Flickr),0.7423189465983907,0.7423189465983907,0.8573407202216066,0.8573407202216066,0.8030031010282357,0.8030031010282357,0.47754077791718946,0.4775407779171725,0.8426463473633284,0.8426463473633284,0.8098241846731982,0.8098241846731982,0.8742596810933941,0.8742596810933941,0.8744833920097965,0.8744833920097965,0.994208108647893,0.9942081086478818,0.7689750692520776,0.7689750692520776,0.873974358974359,0.873974358974359,0.7290774064552985,0.7290774064552985,0.9522892112420671,0.9522892112420671,0.7298003358835603,0.7298003358835603,0.7929292929292928,0.3081082425888242,0.8081780622859792,0.6822616983932487
RN50,0.7367277992277993,0.7367277992277715,0.7161214953271027,0.7161214953271027,0.6750836120401338,0.6750836120401338,0.3083511777301927,0.30834218384790973,0.7022990434636683,0.7022990434636683,0.6931631492480729,0.6931631492480729,0.8500323206205559,0.8500323206205559,0.7179099969797644,0.7179099969797644,1.0,0.9999999662733665,0.6531846531846532,0.6531846531846532,0.8066285447543471,0.8066285447543471,0.608080808080808,0.608080808080808,0.9343866843565312,0.9343866843565312,0.5501691093573845,0.5501691093500057,0.5716783216783217,0.5686349005331872,0.7015877810699559,0.6599988131112698
ALBEF  (14M + coco_finetuned),0.6770087509944313,0.6770087509876179,0.7930174563591023,0.7930174563591023,0.7671809256661992,0.7671809256661992,0.42506507995537374,0.4250647003581153,0.7501496110113705,0.7501496110113705,0.7613674637925227,0.7613674637925227,0.8446316614420063,0.8446316614420063,0.8196057250877666,0.8196057250835433,0.9967455621301775,0.9967335795875096,0.7373714285714286,0.7373714285714286,0.8610137073637233,0.8610137073637233,0.552467656923814,0.5523290385875331,0.9208830548926015,0.9208830548926015,0.5517683239364428,0.5517683239364044,0.9014778325123153,0.366688121248184,0.7573169493759517,0.6579554239363381
BLIP-ViT-B/16  (129M + COCO),0.7440078585461689,0.7440078585461689,0.8018852045110252,0.8018852045110252,0.763458401305057,0.763458401305057,0.4372418176040674,0.43724181556359987,0.8031278748850046,0.8031278748850046,0.7486298326173899,0.7486298326173899,0.8526936026936027,0.8526936026936027,0.8285049693381265,0.8285049693381265,0.9930297397769517,0.993029739449548,0.7332081768877764,0.7332081768877764,0.8176410851588567,0.8176410851588567,0.6198245344004926,0.6198245344004926,0.9398931939552323,0.9398931939552323,0.6847363945578232,0.6847363945578232,0.9491525423728814,0.29675151578309833,0.7811356819073639,0.6570479883204714
RN50x4,0.7880726372265786,0.7880726372265786,0.7620948427271275,0.7620948427271275,0.7068679245283018,0.7068679245283018,0.27174174897615033,0.27174174897614967,0.7461226770993433,0.7461226770993433,0.6836518046709129,0.6836518046709129,0.8279077117572693,0.8279077117572693,0.6912732474964234,0.6912732474964234,1.0,0.999975947509219,0.6775441547518923,0.6775441547518923,0.8266741699493529,0.8266741699493529,0.6808256057433444,0.6808256057433444,0.9217525528378057,0.9217525528378057,0.6089973142345568,0.6089973142345568,0.4480796586059744,0.4479419968334647,0.7094404033736689,0.6450360677429855
RN50x16,0.7815221507004922,0.7815221507004922,0.7967041429231478,0.7967041429231478,0.7291107026721334,0.7291107026721334,0.26494827283885675,0.26494827283885675,0.7833967046894803,0.7833967046894803,0.7215332581736189,0.7215332581736189,0.8356722498868268,0.8356722498868268,0.7890277777777778,0.7890277777777778,1.0,0.999999998107036,0.6985214007782101,0.6985214007782101,0.8353685612788633,0.8353685612788633,0.7005766062602965,0.7005766062602965,0.9570934256055363,0.9570934256055363,0.6608730001975114,0.6608730001975114,0.40904198062432723,0.4090417661246676,0.7308926822938052,0.6441938044183274
ALBEF  (14M + flickr_finetuned),0.7150096525096525,0.7150096525096256,0.7766269635767306,0.7766269635767306,0.7480825958702064,0.7480825958702064,0.41972477064220187,0.4197247644014433,0.7587674247982391,0.7587674247982391,0.7427250941458404,0.7427250941458404,0.8484739676840215,0.8484739676840215,0.7174837064324171,0.7174837063896388,0.9688594783962631,0.9618125094742047,0.7256897331524198,0.7256897331524198,0.8471986417657046,0.8471986417657046,0.5579950289975145,0.5579871455900494,0.9262536873156342,0.9262536873156342,0.5571794871794872,0.5571794871794472,0.708994708994709,0.2523070811798797,0.7346043294307362,0.6275631690346446
BLIP-ViT-B/16  (129M + Flickr),0.7487619047619049,0.7487619047619049,0.7754958750219414,0.7754958750219414,0.7262059973924382,0.7262059973924382,0.41527446300715987,0.415274462866577,0.7786156746566119,0.7786156746566119,0.7294379167989838,0.7294379167989838,0.838495575221239,0.838495575221239,0.7836385836385836,0.7836385836385732,0.953100973859559,0.9531009277037231,0.6943203573707722,0.6943203573707722,0.7724247685185185,0.7724247685185185,0.5761526232114468,0.5761526232114468,0.9333408910554359,0.9333408910554359,0.6518959435626103,0.6518959435626103,1.0125000000000002,0.25623660810922666,0.7593107698718137,0.6271667704113209
BLIP-ViT-B/16 & CapFilt-L (129M),0.6869054847196924,0.6869054847196924,0.8282072035613112,0.8282072035613112,0.7557703689090551,0.7557703689090551,0.4184083601286174,0.4184054837698633,0.7430222723428249,0.7430222723428249,0.6657016608258418,0.6657016608258418,0.7954630671166104,0.7954630671166104,0.7172441258462765,0.7172441258462765,1.010229132569558,0.9946230546588858,0.71973950145969,0.71973950145969,0.8560323383084578,0.8560323383084578,0.49692556634304214,0.49692556634304214,0.9152992835682919,0.9152992835682919,0.5788135593220338,0.5788135593220338,0.7544910179640718,0.20921692771676564,0.7294835295323584,0.6261809308801833
BLIP-ViT-B/16 (129M),0.6783909440064686,0.6783909440064686,0.718256348730254,0.718256348730254,0.686146731133067,0.686146731133067,0.39247993240388673,0.3924714051899629,0.7066685829261282,0.7066685829261282,0.614094528205997,0.614094528205997,0.7192562592047128,0.7192562592047128,0.7755537763544168,0.7755537763523062,1.0431585677749362,1.0430369363028076,0.6410813420226888,0.641081342022688,0.7515758849199936,0.7515758849199936,0.4446840272018577,0.4446840272018577,0.9381983240223464,0.9381983240223464,0.5541516245487365,0.5541516245487365,1.0,0.14508743762852083,0.7109131248970327,0.5985257794965892
BLIP-ViT-B/16 (4M),0.5543529411764706,0.5543529411764667,0.6464832933357948,0.6464832933357948,0.6268844221105528,0.6268844221105528,0.3699601240584847,0.3699383775654229,0.653840210168444,0.653840210168444,0.5652320675105486,0.5652320675105486,0.7601700060716455,0.7601700060716455,0.674287182121757,0.6742871821215481,0.9788069073783359,0.9788067889299923,0.5968054211035818,0.5968054211035807,0.7489260143198091,0.7489260143198091,0.3431372549019608,0.34311443651114054,0.9102863463192822,0.9102863463192822,0.42510627656914224,0.4251062765691358,0.7272727272727273,0.3405524238151898,0.6387700796279024,0.5839664417452739
ALBEF (4M),0.6877897990726429,0.6860393060859101,0.6674057649667405,0.6674057649620121,0.6351097178683386,0.6351097168228249,0.40987654320987654,0.4069139765713308,0.5931304104998603,0.5931304104910778,0.5533786485405837,0.5533733078407395,0.6989312977099237,0.6989312964991776,0.7220447284345047,0.7220379581184164,0.9788332472896232,0.8097445694262574,0.6050512445095169,0.6050510226031074,0.7903142709943328,0.7873407254757349,0.6616161616161617,0.02797704818237775,0.9000757002271008,0.9000757002271008,0.26348228043143296,0.26333712524842695,0.6629213483146068,0.036789568467344824,0.6553307442456832,0.5078644331445733
ALBEF (14M),0.593994369721614,0.5939943587963844,0.670531197301855,0.670531197301855,0.5679897567221511,0.5679897567221134,0.37786472889882616,0.37697220833820544,0.6281608149899945,0.6281608149899945,0.5054945054945055,0.5054945054945055,0.7302325581395349,0.73023255813921,0.5328132170720514,0.5327209090885402,1.0212155963302751,0.683677980706258,0.5472417840375586,0.5472417839863787,0.5737704918032787,0.5737677423274524,0.40373725934314836,0.40261150389765726,0.7699102829537612,0.7699102829537612,0.3713481168602605,0.37134807626998567,0.865546218487395,0.1086399708876326,0.6106567265437474,0.47419765075317316
